User1,User2,Date_followed,Interactions,Interest_level
User_2574,User_3216,2023-05-19 04:14:33,81,8
User_2575,User_3319,2020-10-16 03:09:49,43,3
User_2576,User_4726,2022-04-17 00:17:41,35,8
User_2577,User_1270,2020-09-06 03:19:15,47,1
User_2578,User_2710,2021-05-14 23:25:01,9,6
User_2579,User_1554,2023-07-25 08:14:24,49,8
User_2580,User_1601,2021-08-09 06:52:53,63,4
User_2581,User_3473,2022-04-11 15:25:18,19,4
User_2582,User_2757,2022-02-20 21:40:55,21,3
User_2583,User_2522,2020-04-06 17:10:13,84,2
User_2584,User_4170,2020-09-05 03:40:44,82,7
User_2585,User_2798,2022-04-28 20:52:59,6,3
User_2586,User_4390,2022-12-30 20:45:42,30,1
User_2587,User_1969,2024-01-07 20:12:42,48,6
User_2588,User_2091,2020-10-30 19:18:07,5,1
User_2589,User_2834,2021-11-10 09:09:52,82,5
User_2590,User_1644,2022-08-23 19:22:49,80,5
User_2591,User_2464,2020-06-03 05:51:34,77,10
User_2592,User_4265,2023-07-02 21:05:07,55,9
User_2593,User_2528,2021-10-22 08:58:15,91,1
User_2594,User_2993,2022-12-15 18:23:02,51,9
User_2595,User_2962,2021-05-17 13:08:53,49,2
User_2596,User_1678,2020-10-21 12:02:02,41,2
User_2597,User_3766,2024-02-15 15:59:20,28,4
User_2598,User_2290,2022-04-26 02:34:37,94,5
User_2599,User_4354,2020-09-05 04:01:30,91,1
User_2600,User_4248,2020-04-12 00:45:32,98,1
User_2601,User_3042,2023-04-20 02:02:03,36,1
User_2602,User_8,2020-08-03 04:06:51,21,3
User_2603,User_752,2022-04-20 07:24:12,4,9
User_2604,User_3387,2023-09-17 11:43:17,42,10
User_2605,User_34,2022-07-07 04:48:26,24,1
User_2606,User_3108,2021-04-28 15:46:45,13,3
User_2607,User_4660,2022-08-02 02:00:25,99,10
User_2608,User_848,2020-04-18 09:44:10,25,8
User_2609,User_4979,2022-08-06 11:07:42,64,10
User_2610,User_4528,2020-10-07 21:22:37,73,4
User_2611,User_1071,2021-07-10 01:10:32,89,3
User_2612,User_186,2023-02-08 21:42:46,60,8
User_2613,User_134,2023-06-28 11:54:48,95,1
User_2614,User_147,2022-09-21 22:01:35,58,2
User_2615,User_2929,2021-12-03 00:16:59,34,2
User_2616,User_4675,2023-11-01 17:03:02,41,2
User_2617,User_4902,2020-09-15 08:26:58,1,6
User_2618,User_4430,2022-03-08 02:08:13,53,2
User_2619,User_2693,2021-11-13 18:05:50,5,8
User_2620,User_4826,2022-03-07 18:37:29,45,10
User_2621,User_2488,2022-11-16 06:26:59,13,6
User_2622,User_3038,2020-12-17 20:39:32,7,7
User_2623,User_856,2022-06-12 04:59:55,78,5
User_2624,User_4335,2022-11-07 21:03:06,100,2
User_2625,User_1082,2020-11-21 06:52:45,31,10
User_2626,User_1482,2020-08-02 15:10:11,47,10
User_2627,User_1682,2020-07-19 10:05:59,40,3
User_2628,User_2466,2021-09-17 08:32:35,87,4
User_2629,User_4915,2021-01-17 16:00:02,89,9
User_2630,User_4854,2022-11-23 04:13:24,68,1
User_2631,User_1526,2023-07-12 12:03:27,17,10
User_2632,User_4569,2023-04-03 20:11:58,77,10
User_2633,User_1107,2020-06-15 13:09:46,100,4
User_2634,User_4570,2024-01-09 11:45:08,68,6
User_2635,User_500,2020-12-21 18:00:15,66,9
User_2636,User_2748,2020-09-23 03:08:06,64,6
User_2637,User_4443,2023-07-16 20:30:33,67,1
User_2638,User_2191,2021-10-28 02:39:35,60,2
User_2639,User_780,2021-10-19 02:08:09,87,9
User_2640,User_2217,2021-12-19 22:50:41,22,7
User_2641,User_2303,2024-03-06 08:20:05,4,8
User_2642,User_1349,2020-11-26 01:57:46,95,10
User_2643,User_4494,2020-09-09 01:24:34,66,6
User_2644,User_4472,2020-04-05 14:16:34,53,9
User_2645,User_1242,2022-08-22 21:56:31,44,10
User_2646,User_1446,2024-01-14 16:35:55,51,10
User_2647,User_1612,2020-06-05 13:33:38,15,8
User_2648,User_4633,2022-12-08 12:24:24,11,7
User_2649,User_4555,2023-10-07 07:11:13,34,4
User_2650,User_3122,2023-01-30 08:25:19,59,8
User_2651,User_189,2020-11-01 09:44:54,60,5
User_2652,User_1044,2023-10-31 06:25:28,32,4
User_2653,User_1388,2021-11-21 14:45:04,96,1
User_2654,User_4785,2021-05-14 02:33:52,2,10
User_2655,User_3532,2023-11-23 13:02:54,28,4
User_2656,User_1058,2022-09-02 04:14:05,52,10
User_2657,User_1818,2022-12-02 20:17:16,71,2
User_2658,User_2107,2024-01-25 18:48:34,46,7
User_2659,User_1137,2021-03-05 17:26:41,60,10
User_2660,User_1675,2021-04-18 09:04:36,63,8
User_2661,User_4499,2023-05-23 01:56:07,48,1
User_2662,User_2560,2023-02-22 01:18:23,1,2
User_2663,User_4147,2024-03-04 13:23:33,2,10
User_2664,User_432,2022-07-21 05:43:57,97,3
User_2665,User_1935,2022-12-23 20:44:07,26,7
User_2666,User_779,2020-10-12 14:45:34,47,1
User_2667,User_4777,2020-01-03 21:27:01,90,4
User_2668,User_3223,2020-08-25 17:45:55,42,10
User_2669,User_3367,2021-07-05 19:18:13,2,3
User_2670,User_2133,2020-03-31 17:08:26,73,1
User_2671,User_3147,2022-04-23 20:42:46,27,4
User_2672,User_344,2022-04-15 13:16:59,51,7
User_2673,User_45,2024-04-01 05:52:46,76,2
User_2674,User_1691,2020-04-07 23:47:04,79,8
User_2675,User_2954,2023-05-03 12:58:44,4,9
User_2676,User_1786,2021-08-14 19:44:17,43,5
User_2677,User_1377,2022-03-09 13:21:40,87,7
User_2678,User_180,2023-02-05 00:58:47,15,4
User_2679,User_948,2022-12-24 15:28:59,54,8
User_2680,User_1597,2022-11-28 03:47:28,27,7
User_2681,User_4625,2020-11-19 02:50:37,18,2
User_2682,User_57,2022-12-29 21:35:51,34,6
User_2683,User_3288,2023-09-23 16:44:52,41,1
User_2684,User_1459,2022-10-08 05:48:34,92,1
User_2685,User_4002,2022-07-02 16:35:27,62,7
User_2686,User_4394,2023-04-14 12:14:22,91,7
User_2687,User_1347,2021-05-24 11:39:13,12,1
User_2688,User_4181,2020-12-29 07:56:17,59,6
User_2689,User_1471,2022-02-10 06:27:24,27,9
User_2690,User_3918,2020-04-22 15:51:22,49,1
User_2691,User_3768,2020-06-30 01:00:06,2,2
User_2692,User_3023,2023-12-10 10:19:45,77,3
User_2693,User_2092,2024-03-13 13:29:44,78,8
User_2694,User_3575,2021-09-17 05:05:57,100,7
User_2695,User_3840,2021-03-30 20:54:26,19,4
User_2696,User_240,2023-01-27 05:56:14,1,10
User_2697,User_902,2022-12-31 22:57:58,85,3
User_2698,User_3929,2021-02-21 22:50:12,13,4
User_2699,User_2479,2021-11-06 10:31:10,9,10
User_2700,User_4594,2020-04-28 19:09:47,69,3
User_2701,User_2271,2020-11-16 20:26:55,5,10
User_2702,User_2408,2024-04-06 02:48:36,66,3
User_2703,User_577,2023-01-02 15:29:55,40,6
User_2704,User_845,2022-05-06 05:51:40,9,9
User_2705,User_1240,2023-08-25 14:54:55,95,6
User_2706,User_698,2021-09-12 19:23:50,86,8
User_2707,User_3365,2022-08-31 06:43:58,3,10
User_2708,User_4949,2023-02-20 16:07:08,33,4
User_2709,User_558,2021-04-10 01:43:42,86,5
User_2710,User_670,2024-03-13 04:08:24,13,6
User_2711,User_4167,2023-04-29 04:03:04,6,5
User_2712,User_3711,2023-03-23 01:52:12,87,9
User_2713,User_1541,2021-05-15 17:33:19,7,4
User_2714,User_662,2023-11-25 22:00:26,59,9
User_2715,User_845,2020-08-20 02:01:07,4,8
User_2716,User_714,2020-10-24 10:34:16,32,5
User_2717,User_1853,2022-02-16 18:20:39,87,2
User_2718,User_1524,2023-12-25 05:37:47,75,4
User_2719,User_3716,2021-05-27 13:09:40,6,5
User_2720,User_655,2022-01-23 05:42:06,25,2
User_2721,User_2694,2023-02-21 16:49:24,84,3
User_2722,User_4791,2021-02-22 10:08:01,89,7
User_2723,User_889,2021-11-17 03:58:02,81,1
User_2724,User_4957,2023-05-22 04:48:51,89,4
User_2725,User_4628,2021-02-08 21:52:44,46,4
User_2726,User_2248,2021-05-07 19:46:52,5,1
User_2727,User_3401,2021-07-03 23:18:25,65,10
User_2728,User_297,2020-07-20 23:38:11,24,6
User_2729,User_1760,2020-12-19 10:27:40,48,9
User_2730,User_3742,2021-06-02 03:02:05,32,8
User_2731,User_4893,2023-01-12 10:58:13,79,9
User_2732,User_2719,2021-09-02 10:56:40,52,7
User_2733,User_4716,2023-03-21 23:44:24,31,9
User_2734,User_2690,2020-07-25 00:03:25,39,7
User_2735,User_441,2022-03-29 14:43:03,31,4
User_2736,User_3788,2023-08-29 05:05:04,65,2
User_2737,User_3191,2020-12-22 01:05:43,79,9
User_2738,User_4733,2022-09-09 09:09:59,9,6
User_2739,User_2915,2021-11-02 07:59:58,2,10
User_2740,User_3442,2021-06-26 07:38:15,10,8
User_2741,User_4090,2022-02-24 22:09:17,19,6
User_2742,User_1352,2020-01-24 21:19:19,5,7
User_2743,User_605,2021-11-04 10:44:22,93,3
User_2744,User_3411,2021-02-22 08:28:30,62,10
User_2745,User_2084,2021-08-08 23:07:47,81,4
User_2746,User_4328,2021-07-21 14:41:15,6,3
User_2747,User_676,2023-10-11 11:48:40,9,6
User_2748,User_4873,2020-06-04 02:21:55,69,3
User_2749,User_3727,2021-02-06 02:04:39,70,1
User_2750,User_3562,2024-02-05 05:22:21,87,6
User_2751,User_1161,2021-08-10 05:33:00,74,3
User_2752,User_336,2023-12-31 16:18:16,84,1
User_2753,User_4763,2022-10-07 09:06:19,21,8
User_2754,User_4563,2023-06-18 11:18:10,88,4
User_2755,User_316,2023-10-15 00:43:07,67,2
User_2756,User_4261,2024-02-21 04:24:29,40,1
User_2757,User_3190,2022-10-06 19:59:24,35,5
User_2758,User_4341,2022-09-16 02:02:34,29,9
User_2759,User_1558,2023-06-04 06:20:56,92,4
User_2760,User_3661,2020-08-01 04:28:12,40,9
User_2761,User_3253,2020-07-16 11:41:59,49,3
User_2762,User_2448,2021-02-23 10:13:16,74,8
User_2763,User_4348,2023-10-25 03:18:58,17,9
User_2764,User_3988,2022-08-24 05:49:12,45,7
User_2765,User_2997,2023-03-11 14:14:13,5,3
User_2766,User_4795,2022-09-24 20:24:38,62,4
User_2767,User_4205,2023-07-12 06:32:39,5,9
User_2768,User_2747,2024-02-17 02:19:30,6,1
User_2769,User_4008,2024-03-16 03:44:35,63,7
User_2770,User_2443,2024-04-01 08:33:52,21,10
User_2771,User_1943,2020-07-20 05:24:33,24,7
User_2772,User_1863,2023-02-24 13:10:05,99,3
User_2773,User_1756,2021-12-24 15:56:01,100,10
User_2774,User_2322,2021-12-16 05:41:36,43,1
User_2775,User_2275,2023-05-30 09:11:16,79,6
User_2776,User_517,2020-08-20 17:26:49,82,8
User_2777,User_1542,2023-09-10 14:22:32,42,8
User_2778,User_4550,2020-04-14 02:11:56,75,3
User_2779,User_29,2021-07-06 01:19:33,100,8
User_2780,User_3015,2021-06-20 06:17:11,37,1
User_2781,User_1007,2022-03-27 14:27:52,83,7
User_2782,User_292,2024-03-24 21:45:14,20,5
User_2783,User_4577,2024-01-09 08:23:09,52,4
User_2784,User_4125,2024-02-02 06:17:36,93,1
User_2785,User_4321,2023-07-27 21:25:29,75,1
User_2786,User_2456,2023-06-18 21:21:29,90,9
User_2787,User_3760,2023-08-14 13:37:22,33,8
User_2788,User_2516,2020-03-27 10:25:32,39,10
User_2789,User_4265,2020-06-28 01:46:24,3,9
User_2790,User_592,2023-04-13 22:09:35,42,2
User_2791,User_4653,2022-12-03 01:43:19,82,10
User_2792,User_4438,2020-03-01 05:13:18,19,1
User_2793,User_2363,2022-10-30 02:14:29,96,5
User_2794,User_3757,2024-03-18 12:57:43,66,4
User_2795,User_1477,2021-09-27 18:35:06,46,6
User_2796,User_3718,2022-07-16 19:08:20,76,4
User_2797,User_4854,2022-10-28 15:49:22,51,6
User_2798,User_2195,2020-02-22 17:17:32,15,1
User_2799,User_4914,2021-11-22 06:05:36,99,9
User_2800,User_1643,2023-05-01 23:38:02,62,4
User_2801,User_2055,2023-08-10 11:23:19,30,7
User_2802,User_1956,2022-05-15 21:32:24,65,9
User_2803,User_416,2022-08-31 21:49:57,25,6
User_2804,User_1885,2021-10-22 10:15:05,76,2
User_2805,User_1846,2022-02-04 12:24:22,36,7
User_2806,User_3551,2022-06-01 08:53:06,42,1
User_2807,User_4700,2020-11-20 11:18:27,56,6
User_2808,User_2925,2021-08-15 11:20:27,8,2
User_2809,User_2441,2022-03-17 00:37:01,90,4
User_2810,User_2711,2020-07-19 07:40:02,60,3
User_2811,User_1611,2020-02-25 01:51:12,68,10
User_2812,User_3882,2023-09-16 12:30:44,42,2
User_2813,User_2932,2023-10-24 02:56:54,98,8
User_2814,User_4778,2020-10-23 13:02:24,76,10
User_2815,User_4309,2021-10-22 04:03:08,61,3
User_2816,User_146,2021-09-23 14:17:59,2,3
User_2817,User_4746,2022-10-27 02:49:51,39,4
User_2818,User_2393,2020-12-13 03:54:21,15,5
User_2819,User_1630,2021-03-09 11:29:20,88,8
User_2820,User_409,2023-01-24 05:58:20,71,4
User_2821,User_278,2022-08-04 12:38:21,70,7
User_2822,User_981,2020-04-02 07:13:04,97,3
User_2823,User_4185,2020-05-10 07:02:40,1,1
User_2824,User_31,2024-02-13 10:14:06,58,1
User_2825,User_3246,2020-11-16 05:40:46,59,4
User_2826,User_2972,2023-06-20 02:37:30,1,6
User_2827,User_2117,2023-02-09 23:22:54,56,5
User_2828,User_3783,2023-12-21 15:20:50,74,1
User_2829,User_728,2022-05-27 13:54:39,8,5
User_2830,User_4451,2022-02-14 20:49:47,42,4
User_2831,User_3728,2020-01-21 12:07:38,90,1
User_2832,User_1883,2022-12-26 20:51:33,80,1
User_2833,User_2672,2021-02-13 11:00:13,56,2
User_2834,User_3001,2020-11-21 11:41:51,73,2
User_2835,User_4063,2024-01-09 14:09:32,96,5
User_2836,User_1375,2021-12-23 22:49:16,98,5
User_2837,User_4937,2022-04-26 21:09:47,41,8
User_2838,User_2176,2022-11-15 07:20:42,45,6
User_2839,User_2498,2020-01-08 01:18:40,99,8
User_2840,User_4109,2022-05-08 11:37:28,69,5
User_2841,User_2631,2022-09-21 06:31:31,38,10
User_2842,User_417,2020-05-30 08:19:22,95,6
User_2843,User_4784,2020-09-16 13:36:37,58,10
User_2844,User_1631,2023-08-17 01:01:22,8,4
User_2845,User_2967,2022-08-22 12:49:27,46,8
User_2846,User_692,2023-10-11 02:08:13,1,3
User_2847,User_373,2021-03-01 01:13:48,57,3
User_2848,User_427,2021-12-04 17:01:30,44,3
User_2849,User_1815,2020-09-02 20:06:15,36,9
User_2850,User_2280,2022-08-18 17:06:06,90,4
User_2851,User_2402,2023-09-21 13:13:02,50,1
User_2852,User_1875,2020-01-23 13:22:59,31,9
User_2853,User_1851,2020-06-07 20:59:06,10,2
User_2854,User_1487,2024-02-02 01:12:39,69,7
User_2855,User_698,2021-01-28 15:08:51,25,2
User_2856,User_4331,2022-10-31 21:10:10,78,7
User_2857,User_581,2021-10-02 08:06:21,32,2
User_2858,User_3392,2021-01-06 16:53:15,8,8
User_2859,User_1815,2022-12-16 07:32:35,65,5
User_2860,User_4783,2021-07-01 23:54:43,67,9
User_2861,User_1187,2020-01-19 08:06:20,54,1
User_2862,User_2405,2022-04-16 07:55:43,42,6
User_2863,User_2806,2022-05-21 09:43:08,68,7
User_2864,User_3141,2020-02-16 15:29:33,83,2
User_2865,User_3737,2023-01-13 05:51:07,71,1
User_2866,User_1081,2021-02-24 03:50:56,49,4
User_2867,User_2575,2024-03-19 09:15:21,91,7
User_2868,User_2727,2022-12-27 20:17:53,12,7
User_2869,User_2758,2022-12-27 17:46:06,90,10
User_2870,User_4525,2023-05-09 17:00:30,17,7
User_2871,User_3473,2022-07-27 14:11:20,91,3
User_2872,User_199,2020-10-08 06:46:41,62,10
User_2873,User_406,2020-06-30 10:52:22,82,4
User_2874,User_3141,2022-01-17 18:58:16,95,5
User_2875,User_886,2020-03-14 10:00:21,96,9
User_2876,User_494,2021-03-26 08:20:50,46,2
User_2877,User_1166,2021-02-12 03:17:14,57,8
User_2878,User_1223,2021-04-19 05:42:17,31,3
User_2879,User_2277,2021-01-19 22:09:42,13,10
User_2880,User_858,2023-11-20 16:05:58,83,6
User_2881,User_1618,2020-05-14 10:24:13,99,8
User_2882,User_1862,2020-06-07 17:51:01,81,4
User_2883,User_1742,2021-12-07 12:23:58,40,9
User_2884,User_1875,2022-09-07 10:27:26,17,9
User_2885,User_4354,2023-12-30 17:21:27,8,8
User_2886,User_3808,2020-08-14 19:54:28,19,6
User_2887,User_2574,2024-01-05 03:10:16,77,3
User_2888,User_3015,2020-07-24 11:55:22,96,3
User_2889,User_3375,2022-03-19 14:43:14,29,5
User_2890,User_4461,2020-09-02 03:45:51,38,8
User_2891,User_3319,2021-04-06 16:02:23,80,9
User_2892,User_2028,2022-06-15 07:05:56,32,9
User_2893,User_810,2021-04-16 02:55:44,57,6
User_2894,User_3015,2022-02-24 14:28:30,23,6
User_2895,User_2000,2022-11-27 10:58:33,6,7
User_2896,User_2803,2023-12-21 16:57:59,69,6
User_2897,User_3830,2022-05-22 11:06:59,74,1
User_2898,User_1284,2022-11-25 15:50:40,65,3
User_2899,User_563,2020-05-23 09:48:20,28,7
User_2900,User_3991,2020-06-19 18:25:04,60,5
User_2901,User_979,2022-02-24 02:56:06,52,6
User_2902,User_2592,2023-01-05 03:29:32,95,6
User_2903,User_4943,2022-04-20 07:28:18,53,4
User_2904,User_1164,2022-06-06 11:18:52,79,6
User_2905,User_2764,2021-09-27 11:26:15,35,2
User_2906,User_1940,2022-07-11 12:58:46,43,3
User_2907,User_2101,2020-05-31 08:50:15,81,4
User_2908,User_2663,2020-02-18 11:42:35,8,5
User_2909,User_1450,2022-04-16 04:34:36,42,10
User_2910,User_3933,2021-06-26 03:44:13,62,2
User_2911,User_217,2022-12-23 20:54:49,23,9
User_2912,User_708,2022-12-25 03:44:06,15,7
User_2913,User_2998,2021-12-12 10:48:57,13,8
User_2914,User_2305,2020-12-07 01:20:56,16,5
User_2915,User_2237,2023-10-13 22:15:45,69,4
User_2916,User_4892,2020-08-14 11:08:34,86,10
User_2917,User_511,2021-06-23 12:40:18,33,5
User_2918,User_1671,2022-11-15 06:44:56,53,4
User_2919,User_4820,2022-10-28 01:29:57,79,4
User_2920,User_3469,2021-05-16 07:49:37,53,8
User_2921,User_3797,2023-07-11 23:51:50,26,5
User_2922,User_4147,2024-02-28 06:32:36,3,10
User_2923,User_811,2021-07-01 22:06:51,38,9
User_2924,User_194,2023-01-06 05:46:14,49,7
User_2925,User_2774,2023-03-01 09:59:54,27,1
User_2926,User_1910,2023-07-14 01:59:11,95,3
User_2927,User_2814,2023-10-01 00:18:34,82,5
User_2928,User_2564,2022-09-25 21:48:45,65,8
User_2929,User_3322,2020-05-27 02:09:43,60,8
User_2930,User_3197,2021-04-07 00:10:51,7,4
User_2931,User_3099,2023-01-22 01:07:59,65,1
User_2932,User_1271,2021-03-07 08:46:00,71,10
User_2933,User_951,2021-12-16 15:32:18,4,7
User_2934,User_1924,2021-02-20 14:27:43,33,9
User_2935,User_4914,2020-04-06 00:30:16,38,1
User_2936,User_910,2021-01-23 19:46:41,46,7
User_2937,User_4293,2021-04-05 16:14:23,28,4
User_2938,User_1818,2022-12-01 11:39:25,59,5
User_2939,User_4231,2021-05-22 02:29:40,36,1
User_2940,User_1651,2021-01-15 21:43:28,98,8
User_2941,User_3343,2020-03-15 22:00:42,25,4
User_2942,User_3127,2020-04-13 00:54:15,82,4
User_2943,User_4073,2022-10-10 13:23:03,54,5
User_2944,User_4787,2021-12-17 12:14:57,12,5
User_2945,User_4982,2020-12-07 01:06:12,65,10
User_2946,User_1783,2022-08-05 22:57:09,33,3
User_2947,User_1732,2024-03-23 01:50:08,36,9
User_2948,User_2926,2023-04-23 22:24:17,39,3
User_2949,User_3338,2021-08-07 08:22:39,26,5
User_2950,User_4136,2020-05-04 02:38:21,39,7
User_2951,User_4529,2020-03-29 19:53:06,96,7
User_2952,User_66,2020-03-03 09:53:17,2,4
User_2953,User_942,2021-05-24 03:01:33,99,4
User_2954,User_3551,2023-07-18 11:24:58,57,5
User_2955,User_3074,2020-05-13 12:07:44,4,9
User_2956,User_4014,2020-02-07 06:03:24,67,10
User_2957,User_4675,2022-08-24 16:31:21,25,10
User_2958,User_3595,2020-10-16 21:49:47,82,7
User_2959,User_770,2023-11-30 05:05:22,88,6
User_2960,User_1033,2022-01-04 14:50:44,48,6
User_2961,User_4722,2023-10-22 22:11:24,84,2
User_2962,User_3667,2024-03-20 03:54:51,9,9
User_2963,User_1360,2021-05-31 09:37:45,100,1
User_2964,User_1315,2022-02-25 09:36:48,21,1
User_2965,User_4427,2020-01-08 20:40:48,10,8
User_2966,User_4255,2020-09-17 18:03:38,21,2
User_2967,User_2289,2020-12-06 14:42:13,10,9
User_2968,User_1809,2020-04-05 23:45:55,94,10
User_2969,User_1330,2022-10-01 01:15:56,88,2
User_2970,User_2038,2021-02-19 13:38:50,55,2
User_2971,User_885,2021-05-12 08:06:09,21,5
User_2972,User_3312,2023-11-18 00:46:18,18,6
User_2973,User_2349,2023-01-12 21:36:57,12,4
User_2974,User_4720,2023-08-23 19:37:43,22,1
User_2975,User_1150,2024-01-06 16:22:39,1,4
User_2976,User_3069,2020-11-18 19:30:46,48,9
User_2977,User_4744,2021-04-28 09:38:46,34,9
User_2978,User_1720,2021-12-30 01:40:34,90,9
User_2979,User_3961,2023-04-22 00:10:36,55,7
User_2980,User_155,2021-08-19 13:38:21,10,5
User_2981,User_4727,2021-09-12 21:44:56,11,10
User_2982,User_942,2022-11-20 18:22:42,83,10
User_2983,User_1229,2020-11-25 09:46:58,74,3
User_2984,User_3109,2020-06-28 16:30:37,20,5
User_2985,User_2869,2021-06-13 22:49:20,52,9
User_2986,User_1290,2022-06-23 02:16:10,9,6
User_2987,User_1142,2022-11-08 16:26:23,4,6
User_2988,User_4867,2021-03-07 09:39:31,88,10
User_2989,User_1965,2020-08-19 02:18:38,51,7
User_2990,User_2858,2021-12-13 07:49:29,56,7
User_2991,User_728,2020-03-28 05:56:58,82,7
User_2992,User_1482,2020-10-17 22:07:47,81,9
User_2993,User_2375,2023-01-25 23:55:16,97,10
User_2994,User_3851,2020-11-27 09:02:13,49,10
User_2995,User_4996,2021-02-05 21:06:14,19,7
User_2996,User_3950,2022-03-10 16:24:58,88,8
User_2997,User_1439,2020-05-15 16:20:33,27,6
User_2998,User_4944,2021-06-01 04:26:28,69,2
User_2999,User_4697,2023-04-12 16:41:17,73,8
User_3000,User_4840,2021-05-08 04:33:33,29,2
User_3001,User_583,2021-11-13 22:06:14,93,9
User_3002,User_4069,2022-08-23 00:17:09,83,9
User_3003,User_867,2023-03-23 00:59:34,94,9
User_3004,User_4180,2023-04-23 19:19:32,57,9
User_3005,User_3710,2020-06-18 22:08:03,25,2
User_3006,User_1191,2021-06-15 10:23:04,38,3
User_3007,User_867,2021-07-22 11:04:18,42,1
User_3008,User_3843,2021-03-04 08:07:17,7,3
User_3009,User_1074,2020-07-28 23:15:06,65,3
User_3010,User_3155,2021-11-16 15:03:25,58,6
User_3011,User_3696,2022-11-04 16:26:46,92,2
User_3012,User_4247,2023-08-04 07:41:48,2,4
User_3013,User_3987,2024-01-06 12:15:07,40,6
User_3014,User_1352,2023-10-24 08:33:16,58,1
User_3015,User_3547,2023-06-06 13:05:58,100,3
User_3016,User_4884,2022-05-26 12:17:37,11,6
User_3017,User_3891,2021-05-09 07:46:15,9,2
User_3018,User_693,2022-01-20 00:36:58,43,5
User_3019,User_2680,2021-12-24 16:22:23,100,6
User_3020,User_2364,2020-08-05 18:18:18,98,7
User_3021,User_2531,2023-02-17 18:55:25,2,10
User_3022,User_808,2024-03-31 11:52:39,45,6
User_3023,User_3322,2023-12-22 17:03:53,37,10
User_3024,User_1650,2020-11-15 13:06:34,12,9
User_3025,User_4693,2024-03-13 18:09:52,56,10
User_3026,User_1407,2023-11-18 20:31:32,24,2
User_3027,User_54,2022-09-07 02:09:15,94,10
User_3028,User_4737,2023-08-19 16:39:18,77,1
User_3029,User_442,2021-06-18 15:53:18,34,2
User_3030,User_4965,2020-08-09 03:03:37,2,9
User_3031,User_3353,2022-01-27 20:21:08,71,2
User_3032,User_4500,2022-08-08 14:08:29,86,4
User_3033,User_2742,2021-12-18 15:26:01,43,10
User_3034,User_4108,2020-05-09 12:43:23,83,8
User_3035,User_3236,2022-07-05 00:00:14,39,9
User_3036,User_4008,2023-02-20 01:14:39,22,9
User_3037,User_4177,2022-08-19 07:06:33,44,9
User_3038,User_3737,2021-12-15 19:36:33,74,3
User_3039,User_1127,2022-08-18 15:47:06,80,10
User_3040,User_2074,2020-07-16 09:51:12,41,9
User_3041,User_4116,2020-03-29 02:40:24,57,2
User_3042,User_4564,2020-11-21 04:47:13,28,1
User_3043,User_3218,2022-05-30 12:57:19,89,8
User_3044,User_2745,2024-01-13 13:52:24,18,9
User_3045,User_4886,2024-02-01 01:08:29,91,9
User_3046,User_2590,2021-05-07 15:15:23,96,3
User_3047,User_4647,2020-10-14 21:29:29,100,7
User_3048,User_1530,2021-11-19 17:46:26,100,8
User_3049,User_1431,2021-11-12 09:08:17,100,9
User_3050,User_1183,2023-04-09 19:56:12,48,8
User_3051,User_2475,2020-08-07 04:52:24,88,8
User_3052,User_4641,2024-03-07 00:57:41,89,2
User_3053,User_1496,2022-10-20 07:55:21,73,9
User_3054,User_2937,2020-04-28 10:49:35,90,3
User_3055,User_3493,2021-09-10 18:16:41,15,1
User_3056,User_4518,2021-10-04 01:19:38,92,5
User_3057,User_4918,2022-10-16 19:06:00,74,10
User_3058,User_3683,2021-07-22 04:02:38,65,7
User_3059,User_4503,2023-05-15 17:17:12,59,3
User_3060,User_4749,2021-02-17 13:43:02,12,1
User_3061,User_3833,2020-10-03 23:08:45,44,6
User_3062,User_545,2023-03-15 10:36:47,44,2
User_3063,User_1164,2020-07-03 18:30:03,74,4
User_3064,User_2002,2022-05-28 18:08:09,13,4
User_3065,User_2495,2022-03-23 12:18:20,50,4
User_3066,User_224,2020-12-11 13:10:17,56,7
User_3067,User_2564,2020-07-31 16:54:41,84,4
User_3068,User_744,2023-05-05 10:50:00,98,2
User_3069,User_427,2021-09-23 05:09:00,90,5
User_3070,User_1053,2023-05-11 08:43:36,28,8
User_3071,User_3205,2024-03-18 08:49:54,26,1
User_3072,User_1065,2023-05-19 01:34:06,15,2
User_3073,User_3021,2023-01-14 00:04:37,57,2
User_3074,User_506,2023-06-06 04:16:04,7,10
User_3075,User_1293,2024-02-22 10:20:29,49,1
User_3076,User_768,2023-11-26 09:56:13,53,4
User_3077,User_3435,2020-04-21 16:39:55,51,10
User_3078,User_4093,2021-02-09 08:58:35,91,4
User_3079,User_1884,2020-02-10 15:57:10,98,4
User_3080,User_2312,2022-08-14 14:38:52,10,5
User_3081,User_2812,2023-12-31 09:33:04,11,9
User_3082,User_2646,2020-12-20 20:18:09,8,7
User_3083,User_2235,2022-08-04 10:27:53,16,3
User_3084,User_2364,2022-02-11 20:23:19,45,3
User_3085,User_2657,2023-04-10 13:01:41,86,6
User_3086,User_1082,2022-03-10 19:45:36,47,3
User_3087,User_3666,2021-07-14 00:00:27,71,6
User_3088,User_2549,2023-07-12 13:09:23,34,7
User_3089,User_2870,2021-07-02 12:52:33,38,5
User_3090,User_3610,2022-01-03 01:03:02,25,1
User_3091,User_492,2023-09-02 02:17:04,5,9
User_3092,User_1940,2023-07-08 12:51:00,30,3
User_3093,User_2151,2022-01-27 01:38:59,28,9
