Username,Conversation_name,Date_sent,Message_type,Read
cholland,Conversation_661,2023-10-19 11:02:31,attachment,False
cholland,Conversation_661,2020-07-04 03:31:26,attachment,True
cholland,Conversation_661,2022-05-27 11:06:31,image,False
cholland,Conversation_661,2021-02-14 20:19:32,attachment,True
thomasbrooks,Conversation_661,2020-08-02 15:00:08,text,True
cholland,Conversation_661,2023-05-15 04:32:19,text,True
kimberlyrobinson,Conversation_662,2023-10-30 16:12:32,image,True
davidwilson,Conversation_662,2022-02-12 17:36:40,image,True
kimberlyrobinson,Conversation_662,2021-05-21 20:21:30,text,True
davidwilson,Conversation_662,2022-03-22 16:04:41,attachment,False
kimberlyrobinson,Conversation_662,2022-10-26 11:10:00,attachment,False
shawlori,Conversation_663,2023-04-22 03:04:56,image,False
shawlori,Conversation_663,2020-08-09 05:53:34,attachment,True
shawlori,Conversation_663,2020-10-25 05:13:09,text,True
shawlori,Conversation_663,2020-07-05 04:30:48,attachment,False
shawlori,Conversation_663,2023-04-02 02:04:00,text,True
bblanchard,Conversation_663,2022-07-23 13:55:04,attachment,False
bblanchard,Conversation_663,2020-10-11 04:24:08,text,True
shawlori,Conversation_663,2021-09-15 04:57:36,image,True
shawlori,Conversation_663,2021-06-10 07:25:36,text,True
shawlori,Conversation_663,2023-08-01 21:45:37,text,True
lisahudson,Conversation_664,2021-04-27 00:53:29,text,True
petermcdowell,Conversation_664,2021-12-19 06:10:49,image,False
petermcdowell,Conversation_664,2022-02-12 21:54:38,text,False
lisahudson,Conversation_664,2023-09-02 01:52:08,text,False
lisahudson,Conversation_664,2020-11-10 12:22:26,text,True
petermcdowell,Conversation_664,2021-10-09 18:52:34,text,True
lisahudson,Conversation_664,2021-05-04 11:22:34,text,False
granthenry,Conversation_665,2021-02-27 20:37:57,text,True
granthenry,Conversation_665,2020-07-19 00:27:25,attachment,False
granthenry,Conversation_665,2022-04-08 00:07:29,attachment,False
ihunt,Conversation_665,2023-10-08 21:59:17,image,True
ihunt,Conversation_665,2021-10-15 21:04:25,text,True
granthenry,Conversation_665,2023-01-17 19:34:25,text,False
granthenry,Conversation_665,2024-02-04 18:59:36,attachment,False
granthenry,Conversation_665,2021-02-24 17:55:17,image,True
ihunt,Conversation_665,2023-09-09 00:56:44,attachment,False
victoria07,Conversation_666,2023-12-25 22:06:45,attachment,False
victoria07,Conversation_666,2021-08-10 09:37:12,attachment,False
garyjordan,Conversation_666,2020-07-17 07:33:21,image,True
garyjordan,Conversation_666,2023-07-19 22:28:18,attachment,False
victoria07,Conversation_666,2021-06-21 21:29:10,attachment,False
garyjordan,Conversation_666,2021-02-16 02:53:31,text,False
garyjordan,Conversation_666,2023-10-24 19:16:07,text,False
victoria07,Conversation_666,2021-10-31 07:49:28,attachment,True
victoria07,Conversation_666,2021-09-06 11:10:03,image,False
madison25,Conversation_667,2022-12-20 09:12:53,text,False
andreahunt,Conversation_667,2022-09-29 17:03:43,attachment,False
madison25,Conversation_667,2023-06-08 10:29:10,text,True
madison25,Conversation_667,2023-05-28 03:42:24,image,False
kayla03,Conversation_668,2021-05-29 03:26:13,image,False
kayla03,Conversation_668,2020-01-19 22:31:15,image,False
latasha21,Conversation_669,2023-08-02 12:56:10,image,False
kathy82,Conversation_669,2022-04-16 10:07:22,attachment,True
latasha21,Conversation_669,2021-02-19 23:05:07,attachment,False
latasha21,Conversation_669,2023-02-08 01:08:25,attachment,True
latasha21,Conversation_669,2020-05-17 02:33:15,attachment,False
kathy82,Conversation_669,2021-02-07 07:19:06,image,True
latasha21,Conversation_669,2023-11-24 23:26:03,attachment,False
schwartzanthony,Conversation_670,2020-03-01 09:32:17,attachment,False
schwartzanthony,Conversation_670,2020-10-03 09:57:05,text,True
schwartzanthony,Conversation_670,2024-01-02 04:05:38,attachment,True
schwartzanthony,Conversation_670,2021-11-03 10:47:38,attachment,True
robertscarol,Conversation_670,2022-12-30 14:09:10,attachment,False
schwartzanthony,Conversation_670,2020-04-29 01:24:50,image,False
schwartzanthony,Conversation_670,2021-03-27 20:06:50,attachment,False
bowmanamber,Conversation_671,2023-07-02 01:35:01,text,True
smithbrian,Conversation_671,2024-03-18 21:36:31,attachment,False
bowmanamber,Conversation_671,2020-11-23 23:25:15,attachment,False
bowmanamber,Conversation_671,2020-01-09 19:42:07,attachment,False
smithbrian,Conversation_671,2020-05-13 01:17:52,image,False
smithbrian,Conversation_671,2022-08-31 12:46:08,image,True
bowmanamber,Conversation_671,2021-06-04 09:55:39,text,False
smithbrian,Conversation_671,2020-05-21 23:02:02,text,True
smithbrian,Conversation_671,2021-01-27 07:01:56,text,True
bowmanamber,Conversation_671,2020-02-08 23:07:07,image,False
justinestrada,Conversation_672,2023-04-18 04:08:12,image,False
sarawalker,Conversation_672,2024-02-08 14:16:19,text,False
kaitlin83,Conversation_673,2022-09-24 01:30:24,attachment,False
kaitlin83,Conversation_673,2021-10-03 05:14:52,text,False
kaitlin83,Conversation_673,2021-04-18 15:27:43,attachment,False
sanchezraymond,Conversation_673,2024-02-15 16:44:46,attachment,True
sanchezraymond,Conversation_673,2021-03-05 05:08:03,image,True
sanchezraymond,Conversation_673,2022-01-03 18:40:56,image,False
kaitlin83,Conversation_673,2023-08-30 18:27:37,attachment,True
sanchezraymond,Conversation_673,2021-02-03 06:15:41,image,False
kaitlin83,Conversation_673,2023-02-25 03:28:15,attachment,False
kaitlin83,Conversation_673,2020-11-15 17:43:51,image,True
wileyjoanna,Conversation_674,2020-10-22 02:51:54,image,False
adam77,Conversation_674,2022-03-25 01:29:14,text,False
wileyjoanna,Conversation_674,2022-09-23 11:09:50,image,True
shannon99,Conversation_675,2021-07-28 09:17:02,attachment,True
colemanedwin,Conversation_675,2022-07-03 14:38:18,image,True
colemanedwin,Conversation_675,2022-06-28 09:14:53,image,False
shannon99,Conversation_675,2023-01-10 09:43:40,attachment,False
colemanedwin,Conversation_675,2023-03-19 00:10:27,text,True
colemanedwin,Conversation_675,2021-08-05 04:44:52,image,False
shannon99,Conversation_675,2020-05-21 09:05:10,attachment,True
colemanedwin,Conversation_675,2022-07-30 04:02:38,attachment,True
frances78,Conversation_676,2022-02-25 08:19:20,attachment,False
nholmes,Conversation_676,2022-04-16 20:35:38,attachment,False
nholmes,Conversation_676,2024-03-24 05:47:06,text,False
frances78,Conversation_676,2020-08-26 17:10:33,text,True
frances78,Conversation_676,2020-07-23 17:08:07,text,False
frances78,Conversation_676,2023-02-14 23:14:06,attachment,True
frances78,Conversation_676,2021-12-18 02:41:46,attachment,False
nholmes,Conversation_676,2023-08-03 09:40:11,text,True
frances78,Conversation_676,2021-08-26 02:53:05,attachment,True
frances78,Conversation_676,2024-01-07 17:04:23,image,False
vreese,Conversation_677,2022-03-19 03:13:58,text,True
scott61,Conversation_677,2021-10-20 16:32:51,text,True
scott61,Conversation_677,2023-03-01 05:18:16,text,False
scott61,Conversation_677,2020-12-11 09:00:46,image,False
scott61,Conversation_677,2023-03-20 15:12:16,attachment,True
scott61,Conversation_677,2022-01-26 20:12:41,text,True
scott61,Conversation_677,2023-02-20 17:37:23,attachment,True
caitlingay,Conversation_678,2021-05-08 03:02:27,attachment,True
robert59,Conversation_678,2021-05-13 05:38:37,attachment,False
robert59,Conversation_678,2021-10-24 21:13:32,attachment,True
robert59,Conversation_678,2023-08-15 14:58:33,attachment,False
caitlingay,Conversation_678,2024-01-04 10:54:18,text,True
xriddle,Conversation_679,2022-09-21 00:10:39,attachment,False
vross,Conversation_679,2023-08-14 12:03:11,text,False
xriddle,Conversation_679,2020-03-01 11:29:35,text,True
xriddle,Conversation_679,2023-08-30 07:56:10,text,False
xriddle,Conversation_679,2021-08-10 18:58:16,attachment,False
xriddle,Conversation_679,2024-03-16 08:55:18,text,False
xriddle,Conversation_679,2020-04-26 19:52:34,attachment,True
xriddle,Conversation_679,2023-02-07 12:19:36,image,True
xriddle,Conversation_679,2023-09-01 18:58:58,image,True
xriddle,Conversation_679,2020-02-22 08:11:40,attachment,False
wileyluis,Conversation_680,2021-04-30 09:40:09,attachment,True
wileyluis,Conversation_680,2023-08-27 14:07:22,image,False
wileyluis,Conversation_680,2023-01-06 14:28:34,image,False
robert13,Conversation_680,2020-05-22 15:55:14,image,True
wileyluis,Conversation_680,2023-06-03 10:36:25,image,False
robert13,Conversation_680,2021-12-19 04:15:33,attachment,True
robert13,Conversation_680,2023-12-28 09:19:38,attachment,True
sarahkidd,Conversation_681,2023-09-05 03:04:50,image,False
ihunt,Conversation_681,2020-01-20 21:45:57,image,True
sarahkidd,Conversation_681,2023-12-14 13:12:25,attachment,False
sarahkidd,Conversation_681,2022-08-07 14:05:01,image,False
ihunt,Conversation_681,2023-12-21 05:39:04,text,True
ihunt,Conversation_681,2023-08-01 22:34:57,attachment,True
sarahkidd,Conversation_681,2020-12-30 03:27:38,attachment,False
ihunt,Conversation_681,2021-08-20 16:07:00,attachment,False
sarahkidd,Conversation_681,2021-03-08 08:04:40,image,True
justin25,Conversation_682,2020-07-01 22:35:17,image,True
justin25,Conversation_682,2021-11-02 08:19:22,text,True
justin25,Conversation_682,2023-03-31 02:40:47,attachment,False
justin25,Conversation_682,2023-08-03 07:56:27,image,True
waltersalejandro,Conversation_682,2021-06-08 22:46:53,text,True
waltersalejandro,Conversation_682,2021-02-18 07:56:41,attachment,False
waltersalejandro,Conversation_682,2020-04-19 05:14:37,text,True
waltersalejandro,Conversation_682,2020-05-24 23:27:34,text,True
christinagreene,Conversation_683,2022-03-20 03:42:53,text,False
christinagreene,Conversation_683,2021-08-04 15:30:11,text,True
deanna16,Conversation_684,2021-07-02 22:41:59,text,False
deanna16,Conversation_684,2023-10-10 23:25:51,image,True
ogibbs,Conversation_684,2020-11-19 20:24:30,image,True
ogibbs,Conversation_684,2022-08-02 10:21:22,text,False
ogibbs,Conversation_684,2022-12-04 15:13:36,image,False
deanna16,Conversation_684,2023-10-06 18:26:19,text,True
deanna16,Conversation_684,2021-06-17 19:28:58,attachment,True
pbranch,Conversation_685,2021-11-15 02:10:22,image,False
stephanie09,Conversation_685,2022-12-17 09:40:16,text,True
pbranch,Conversation_685,2022-10-18 15:09:58,attachment,False
terrifowler,Conversation_686,2023-09-08 11:18:34,image,False
terrifowler,Conversation_686,2021-05-09 15:23:55,text,False
mooneytammy,Conversation_686,2021-05-16 00:25:57,attachment,False
terrifowler,Conversation_686,2022-03-21 04:06:02,attachment,True
mooneytammy,Conversation_686,2022-06-07 21:27:01,text,True
terrifowler,Conversation_686,2023-11-12 06:29:18,text,False
terrifowler,Conversation_686,2021-09-10 03:52:35,image,True
terrifowler,Conversation_686,2021-12-12 15:51:27,attachment,False
romerotami,Conversation_687,2023-02-22 20:46:19,text,False
underwoodellen,Conversation_687,2021-04-30 03:25:02,attachment,False
romerotami,Conversation_687,2020-12-24 14:36:58,text,True
romerotami,Conversation_687,2023-06-01 20:08:24,text,True
romerotami,Conversation_687,2020-12-12 19:14:24,image,False
underwoodellen,Conversation_687,2020-10-22 09:06:14,image,True
romerotami,Conversation_687,2021-07-04 07:54:14,attachment,False
underwoodellen,Conversation_687,2021-12-29 11:09:20,image,False
underwoodellen,Conversation_687,2023-03-06 09:53:06,text,False
underwoodellen,Conversation_687,2021-05-04 12:45:31,image,True
tbaker,Conversation_688,2022-10-30 05:07:35,attachment,True
brian07,Conversation_688,2021-03-01 18:11:02,attachment,True
tbaker,Conversation_688,2022-05-19 11:56:33,text,False
tbaker,Conversation_688,2023-10-15 07:20:09,image,False
tbaker,Conversation_688,2022-09-18 06:48:26,image,True
darrellmendoza,Conversation_689,2021-10-27 11:01:52,attachment,True
michael17,Conversation_689,2022-01-08 13:56:02,text,True
michael51,Conversation_690,2020-11-29 06:45:02,text,True
michael51,Conversation_690,2022-11-19 01:54:00,image,False
michael51,Conversation_690,2022-11-18 01:28:32,text,False
michael51,Conversation_690,2023-08-27 04:27:33,attachment,True
michael51,Conversation_690,2021-06-30 14:54:45,text,False
marcia56,Conversation_690,2020-03-23 23:34:32,attachment,True
michael51,Conversation_690,2021-06-18 17:28:30,text,True
michael51,Conversation_690,2023-11-14 04:13:15,image,False
marcia56,Conversation_690,2023-05-14 17:49:27,text,False
archersean,Conversation_691,2022-11-15 04:50:09,image,False
amandawallace,Conversation_691,2022-02-11 07:38:42,attachment,False
amandawallace,Conversation_691,2020-12-13 06:51:48,image,True
amandawallace,Conversation_691,2020-04-05 15:14:52,image,False
rgonzalez,Conversation_692,2023-09-12 22:33:27,image,False
rgonzalez,Conversation_692,2023-12-12 14:29:29,text,True
rgonzalez,Conversation_692,2020-11-17 16:02:21,image,True
mhill,Conversation_692,2021-11-21 14:08:39,text,False
rgonzalez,Conversation_692,2023-04-25 13:31:09,text,False
rgonzalez,Conversation_692,2020-05-24 19:41:30,image,False
mhill,Conversation_692,2021-11-28 22:29:55,attachment,True
mhill,Conversation_692,2020-06-18 00:38:24,text,True
juliegarcia,Conversation_693,2020-05-28 12:29:07,image,False
juliegarcia,Conversation_693,2023-09-01 09:12:14,image,True
juliegarcia,Conversation_693,2022-01-16 05:09:24,image,False
juliegarcia,Conversation_693,2020-04-03 15:14:13,attachment,False
jacob90,Conversation_693,2021-03-08 10:33:48,attachment,False
juliegarcia,Conversation_693,2023-05-01 22:12:28,image,False
jacob90,Conversation_693,2022-12-11 00:13:17,text,False
jacob90,Conversation_693,2023-03-12 21:58:54,image,True
murillochristopher,Conversation_694,2022-09-29 15:06:26,attachment,True
zmccarthy,Conversation_694,2022-07-04 23:45:20,text,True
zmccarthy,Conversation_694,2023-06-03 02:00:29,image,True
murillochristopher,Conversation_694,2021-12-30 13:25:31,text,False
jessica28,Conversation_695,2021-05-26 12:50:26,text,True
jessica28,Conversation_695,2023-07-11 18:23:03,image,False
thomasemily,Conversation_696,2022-11-14 23:41:26,attachment,False
thomasemily,Conversation_696,2021-04-12 19:35:12,attachment,True
thomasemily,Conversation_696,2022-02-27 23:38:01,attachment,True
walkerjeremiah,Conversation_697,2021-07-31 19:05:32,image,False
walkerjeremiah,Conversation_697,2021-08-09 05:06:04,attachment,False
walkerjeremiah,Conversation_697,2020-11-26 01:29:45,text,True
ramireznathan,Conversation_697,2024-03-15 23:24:08,attachment,True
walkerjeremiah,Conversation_697,2020-09-13 22:44:34,image,False
ramireznathan,Conversation_697,2022-12-20 23:43:33,attachment,True
walkerjeremiah,Conversation_697,2020-04-30 07:09:40,text,True
ramireznathan,Conversation_697,2021-06-01 03:50:49,attachment,True
deleonhunter,Conversation_698,2022-11-23 13:52:23,attachment,False
jesse53,Conversation_698,2022-09-03 02:54:33,text,False
jesse53,Conversation_698,2022-10-15 23:13:13,text,False
deleonhunter,Conversation_698,2023-04-26 20:17:46,text,True
deleonhunter,Conversation_698,2022-11-20 19:45:02,image,True
jesse53,Conversation_698,2020-09-12 14:12:06,image,True
jesse53,Conversation_698,2023-03-30 12:08:08,image,True
deleonhunter,Conversation_698,2021-10-19 07:25:55,text,False
slittle,Conversation_699,2021-06-14 04:53:57,image,False
rthompson,Conversation_699,2021-02-20 05:50:05,image,False
rthompson,Conversation_699,2020-09-01 12:21:38,attachment,False
slittle,Conversation_699,2022-12-17 00:57:13,attachment,True
slittle,Conversation_699,2022-05-02 11:04:53,image,False
slittle,Conversation_699,2021-04-06 12:16:53,attachment,True
slittle,Conversation_699,2020-03-07 00:15:43,attachment,True
rthompson,Conversation_699,2020-10-19 19:52:03,image,True
bobby81,Conversation_700,2021-04-11 03:05:39,image,True
walkerjeremiah,Conversation_700,2020-09-28 22:28:49,attachment,True
bobby81,Conversation_700,2021-09-03 14:52:44,attachment,False
bobby81,Conversation_700,2021-02-17 12:55:46,text,True
rebeccacopeland,Conversation_701,2021-11-10 13:59:35,text,False
rebeccacopeland,Conversation_701,2020-06-13 15:27:07,image,False
rebeccacopeland,Conversation_701,2023-01-29 07:09:57,image,True
clinerandall,Conversation_701,2020-01-27 13:09:47,attachment,False
rebeccacopeland,Conversation_701,2022-05-19 01:33:55,attachment,True
clinerandall,Conversation_701,2022-01-25 19:11:26,image,True
rebeccacopeland,Conversation_701,2023-10-23 06:22:50,attachment,False
rebeccacopeland,Conversation_701,2020-02-02 01:03:34,attachment,True
rebeccacopeland,Conversation_701,2020-03-25 16:48:57,attachment,True
danielsingleton,Conversation_702,2020-10-09 12:51:51,image,True
danielsingleton,Conversation_702,2023-11-24 05:14:04,attachment,True
danielsingleton,Conversation_702,2021-09-14 14:09:32,attachment,False
pschultz,Conversation_703,2022-07-09 01:52:20,image,True
jennifermccarthy,Conversation_703,2022-08-01 09:24:42,attachment,False
jennifermccarthy,Conversation_703,2022-12-19 14:37:21,attachment,True
pschultz,Conversation_703,2023-07-21 19:57:16,image,False
hartregina,Conversation_704,2023-12-25 11:25:12,attachment,True
elizabeth12,Conversation_704,2023-04-24 09:13:09,text,False
hartregina,Conversation_704,2020-07-08 10:10:31,text,False
priscillaharmon,Conversation_705,2021-06-14 16:52:20,image,True
ubernard,Conversation_705,2022-05-16 20:44:17,image,False
ubernard,Conversation_705,2023-11-21 09:06:08,image,False
priscillaharmon,Conversation_705,2022-12-08 10:31:12,image,True
ubernard,Conversation_705,2022-03-20 22:29:12,text,False
ubernard,Conversation_705,2024-03-18 18:13:38,text,True
priscillaharmon,Conversation_705,2023-02-09 06:20:18,image,False
priscillaharmon,Conversation_705,2020-01-22 23:50:40,text,True
heidi53,Conversation_706,2022-09-22 00:55:37,attachment,False
danielsingleton,Conversation_706,2020-07-17 22:12:08,image,True
danielsingleton,Conversation_706,2024-03-07 09:38:36,image,True
danielsingleton,Conversation_706,2023-04-05 14:51:44,image,False
heidi53,Conversation_706,2020-07-17 23:05:54,text,False
heidi53,Conversation_706,2023-01-26 21:23:33,image,False
heidi53,Conversation_706,2023-10-23 05:01:39,attachment,False
heidi53,Conversation_706,2022-10-27 03:12:02,text,True
amybarnes,Conversation_707,2023-08-16 06:14:09,attachment,True
amybarnes,Conversation_707,2024-02-15 16:26:55,text,False
kandrews,Conversation_707,2022-03-09 07:32:43,attachment,False
kandrews,Conversation_707,2022-08-06 05:38:29,image,True
kandrews,Conversation_707,2021-05-08 06:44:18,image,True
amybarnes,Conversation_707,2021-08-27 02:42:34,image,True
kandrews,Conversation_707,2022-04-20 09:40:13,image,False
kandrews,Conversation_707,2020-08-09 08:19:01,attachment,False
amybarnes,Conversation_707,2020-08-30 12:43:46,image,True
amybarnes,Conversation_707,2022-01-24 00:11:14,image,False
kmartinez,Conversation_708,2020-05-24 18:31:57,text,False
kmartinez,Conversation_708,2020-08-28 09:37:30,attachment,False
kmartinez,Conversation_708,2021-02-14 17:36:33,image,True
wmccoy,Conversation_708,2023-04-30 00:59:01,image,False
wmccoy,Conversation_708,2021-12-12 03:42:08,text,True
wmccoy,Conversation_708,2020-09-06 19:27:57,attachment,False
wmccoy,Conversation_708,2020-01-09 08:22:50,image,False
brittanyblack,Conversation_709,2022-08-18 21:11:37,attachment,False
brittanyblack,Conversation_709,2021-12-24 14:11:46,image,True
derrick40,Conversation_710,2021-10-22 06:38:58,attachment,False
jessicawatkins,Conversation_710,2021-11-20 20:57:19,image,False
jessicawatkins,Conversation_710,2022-07-24 21:41:56,image,False
grantrobert,Conversation_711,2023-06-04 21:52:52,attachment,False
grantrobert,Conversation_711,2023-02-21 06:54:44,text,False
vsimmons,Conversation_711,2021-03-12 18:34:08,attachment,True
vsimmons,Conversation_711,2022-02-11 23:50:01,image,True
vsimmons,Conversation_711,2022-09-24 09:10:54,attachment,True
alexandrasavage,Conversation_712,2023-04-26 21:53:13,attachment,True
alexandrasavage,Conversation_712,2024-03-17 23:57:06,attachment,True
icastro,Conversation_712,2022-06-28 09:46:44,text,True
icastro,Conversation_712,2022-01-26 04:38:19,attachment,False
alexandrasavage,Conversation_712,2023-11-13 16:01:33,text,True
alexandrasavage,Conversation_712,2021-07-21 16:44:48,attachment,False
alexandrasavage,Conversation_712,2020-08-27 11:17:23,attachment,True
alexandrasavage,Conversation_712,2021-10-26 16:14:10,image,False
smithbrian,Conversation_713,2024-04-08 08:07:36,image,False
smithbrian,Conversation_713,2022-08-24 21:48:48,image,True
smithbrian,Conversation_713,2020-11-10 16:55:34,attachment,False
gina18,Conversation_713,2020-07-29 00:54:16,image,False
gina18,Conversation_713,2021-01-05 09:38:32,attachment,True
smithbrian,Conversation_713,2023-10-23 11:24:02,text,False
smithbrian,Conversation_713,2020-05-31 09:26:33,attachment,False
agarcia,Conversation_714,2021-04-08 21:27:39,text,False
agarcia,Conversation_714,2020-07-12 02:38:47,text,False
sydney24,Conversation_714,2022-12-21 21:52:36,attachment,False
sydney24,Conversation_714,2023-06-17 15:37:45,attachment,False
mercadogregory,Conversation_715,2020-02-10 02:21:23,image,False
clarkbrenda,Conversation_715,2022-09-19 12:55:02,attachment,True
mercadogregory,Conversation_715,2023-06-18 10:44:05,attachment,True
clarkbrenda,Conversation_715,2022-05-15 23:17:31,image,False
clarkbrenda,Conversation_715,2023-04-11 08:17:15,image,False
mercadogregory,Conversation_715,2023-09-14 03:57:29,attachment,True
mercadogregory,Conversation_715,2022-11-08 14:24:11,text,False
mercadogregory,Conversation_715,2020-08-09 15:46:56,image,False
clarkbrenda,Conversation_715,2021-02-12 00:42:40,text,True
toddscott,Conversation_716,2023-08-08 21:13:27,attachment,False
toddscott,Conversation_716,2023-11-18 19:22:40,image,True
maxwell30,Conversation_716,2022-06-22 00:17:45,text,True
toddscott,Conversation_716,2021-09-28 01:51:55,attachment,True
toddscott,Conversation_716,2022-01-06 21:39:35,text,True
maxwell30,Conversation_716,2020-07-04 01:02:10,image,False
gclay,Conversation_717,2022-07-28 16:34:08,attachment,False
gclay,Conversation_717,2023-04-11 15:24:06,attachment,True
gclay,Conversation_717,2024-04-01 22:51:53,attachment,True
gclay,Conversation_717,2022-01-15 08:03:29,text,True
parkerdavid,Conversation_717,2023-02-07 20:29:29,attachment,True
parkerdavid,Conversation_717,2020-04-04 11:20:42,attachment,True
parkerdavid,Conversation_717,2020-03-13 02:50:00,image,True
gclay,Conversation_717,2023-12-25 05:44:06,text,False
chelseaward,Conversation_718,2020-05-25 20:48:35,text,False
chelseaward,Conversation_718,2023-03-15 09:34:02,text,False
powelldustin,Conversation_719,2023-08-05 11:52:35,attachment,True
powelldustin,Conversation_719,2021-09-19 15:50:09,image,True
welchronald,Conversation_719,2020-12-02 04:29:20,attachment,False
djames,Conversation_720,2021-03-29 23:17:56,attachment,False
djames,Conversation_720,2021-01-02 11:19:45,attachment,False
ericboyd,Conversation_720,2023-09-11 19:26:02,image,True
djames,Conversation_720,2021-06-07 04:19:15,attachment,True
djames,Conversation_720,2023-06-13 08:33:20,text,True
ericboyd,Conversation_720,2021-06-16 11:47:30,image,True
ericboyd,Conversation_720,2023-08-06 11:02:13,attachment,True
brooksnoah,Conversation_721,2023-02-10 01:44:21,image,False
scott60,Conversation_721,2022-02-01 05:09:09,attachment,True
brooksnoah,Conversation_721,2021-08-10 15:43:21,image,True
scott60,Conversation_721,2020-08-22 10:35:33,image,False
brooksnoah,Conversation_721,2020-06-18 06:55:34,text,False
scott60,Conversation_721,2022-06-09 08:29:40,image,False
aliciamann,Conversation_722,2022-08-26 09:14:08,attachment,True
marie27,Conversation_722,2020-08-02 05:21:55,text,True
marie27,Conversation_722,2023-07-04 21:57:35,attachment,True
aliciamann,Conversation_722,2023-07-09 12:16:38,image,True
aliciamann,Conversation_722,2020-02-09 10:41:43,attachment,True
heidi53,Conversation_723,2021-12-04 02:07:31,attachment,False
justinmorales,Conversation_723,2022-05-04 01:24:28,text,False
justinmorales,Conversation_723,2023-08-30 12:25:26,image,False
heidi53,Conversation_723,2023-12-31 17:01:14,image,True
justinmorales,Conversation_723,2023-03-19 13:03:37,attachment,False
justinmorales,Conversation_723,2022-10-15 07:38:54,image,True
heidi53,Conversation_723,2020-08-15 14:02:09,attachment,True
justinmorales,Conversation_723,2023-12-04 09:37:35,attachment,False
justinmorales,Conversation_723,2022-05-31 06:02:20,image,True
welchronald,Conversation_724,2021-10-19 18:35:54,attachment,False
hicksmelissa,Conversation_724,2022-12-04 10:39:05,image,False
danielle52,Conversation_725,2020-03-07 19:08:09,attachment,False
danielle52,Conversation_725,2022-09-28 00:03:59,attachment,True
danielle52,Conversation_725,2022-04-24 21:11:43,text,False
danielle52,Conversation_725,2022-09-22 10:44:32,attachment,False
danielle52,Conversation_725,2023-04-19 11:25:47,image,False
brett50,Conversation_725,2020-04-12 08:16:55,image,True
brett50,Conversation_725,2021-08-16 04:45:07,attachment,True
dthomas,Conversation_726,2021-09-23 04:46:37,attachment,False
dthomas,Conversation_726,2023-04-28 18:46:29,attachment,True
dthomas,Conversation_726,2023-05-21 12:19:42,text,False
crystaljones,Conversation_727,2021-04-04 23:56:54,attachment,True
crystaljones,Conversation_727,2024-01-09 02:30:45,image,True
crystaljones,Conversation_727,2023-11-13 04:25:03,image,False
angela91,Conversation_727,2022-11-02 19:11:22,text,True
angela91,Conversation_727,2021-03-13 06:05:45,text,False
angela91,Conversation_727,2022-09-13 11:59:22,attachment,False
angela91,Conversation_727,2020-06-10 00:45:17,text,True
angela91,Conversation_727,2020-01-30 00:44:03,image,True
crystaljones,Conversation_727,2022-04-07 06:12:58,attachment,True
crystaljones,Conversation_727,2023-05-30 19:38:26,text,False
nvargas,Conversation_728,2023-05-20 06:39:00,attachment,True
nvargas,Conversation_728,2021-08-25 12:42:06,attachment,False
harrellstephanie,Conversation_728,2024-03-23 11:33:28,attachment,False
isabellasosa,Conversation_729,2021-09-28 17:51:33,attachment,False
madison71,Conversation_729,2021-09-26 05:00:01,attachment,True
isabellasosa,Conversation_729,2021-10-12 17:21:06,image,True
isabellasosa,Conversation_729,2023-12-28 00:23:19,image,True
madison71,Conversation_729,2023-10-04 01:14:31,image,True
madison71,Conversation_729,2022-06-17 04:50:40,image,False
isabellasosa,Conversation_729,2022-01-18 13:34:00,text,False
madison71,Conversation_729,2021-06-25 11:13:26,attachment,False
isabellasosa,Conversation_729,2020-07-13 11:38:56,attachment,False
jwilliams,Conversation_730,2022-09-24 10:10:39,text,True
bsmith,Conversation_730,2021-09-20 11:16:10,attachment,False
jwilliams,Conversation_730,2023-04-18 14:36:53,text,False
bsmith,Conversation_730,2020-07-03 22:28:10,text,True
jwilliams,Conversation_730,2023-02-19 15:32:50,attachment,False
roger93,Conversation_731,2020-10-31 21:15:59,image,False
roger93,Conversation_731,2022-01-22 06:19:44,image,True
sabrina24,Conversation_731,2023-05-04 03:38:07,image,True
sabrina24,Conversation_731,2023-02-25 20:21:57,image,True
roger93,Conversation_731,2021-10-17 05:59:07,text,True
sabrina24,Conversation_731,2022-03-01 23:25:01,text,False
sabrina24,Conversation_731,2020-09-22 08:27:05,text,False
sabrina24,Conversation_731,2021-01-02 14:37:51,image,False
roger93,Conversation_731,2020-04-11 09:27:06,attachment,True
sabrina24,Conversation_731,2021-10-31 04:41:59,text,True
pwalsh,Conversation_732,2020-04-04 06:07:26,image,True
imarshall,Conversation_732,2021-03-17 02:48:03,text,True
pwalsh,Conversation_732,2021-03-02 05:12:59,image,False
pwalsh,Conversation_732,2021-07-20 23:56:38,text,False
pwalsh,Conversation_732,2023-10-19 06:33:40,text,True
pwalsh,Conversation_732,2022-12-12 12:37:46,attachment,True
imarshall,Conversation_732,2021-06-30 10:11:10,image,True
pwalsh,Conversation_732,2020-07-24 07:04:45,attachment,False
justinunderwood,Conversation_733,2021-01-28 13:08:05,image,False
justinunderwood,Conversation_733,2022-09-28 02:48:56,attachment,True
richardwilson,Conversation_733,2023-10-26 03:03:12,text,True
richardwilson,Conversation_733,2023-10-17 12:26:45,attachment,True
justinunderwood,Conversation_733,2021-09-14 05:38:59,attachment,False
richardwilson,Conversation_733,2020-03-13 10:16:59,attachment,True
